hEntrez	humanSymbol	mouse_symbols	log2fc	log2fc_mean	adj_p_value	n_mouse_map	sign_flip	study	strict	sensitivity	unique_mapping
http://www.ncbi.nlm.nih.gov/gene/7030		Tfe3	-0.2714	-0.2714	0.0764801	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/81890		Qtrt1	0.2713	0.2713	0.0290356	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/352909		Dnaaf3	-0.2712	-0.2712	0.0306788	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/11198		Supt16	0.2711	0.2711	0.0452138	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/284013		Vmo1	-0.271	-0.271	0.081299	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/9883		Pom121	0.2705	0.2705	0.0541205	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/26060		Appl1	0.2705	0.2705	0.0887935	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/100101267		Pom121	0.2705	0.2705	0.0541205	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/100288540		Pom121	0.2705	0.2705	0.0541205	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/23019		Cnot1	0.2704	0.2704	0.0194879	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/22888		Ubox5	0.2704	0.2704	0.0321725	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79925		Spef2	-0.2703	-0.2703	0.0215552	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10666		Cd226	-0.2703	-0.2703	0.0386609	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79033		Eri3	0.2703	0.2703	0.0635101	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/51160		Vps28	0.2703	0.2703	0.0648706	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/54764		Zranb1	0.2703	0.2703	0.0394674	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84272		Yipf4	0.2703	0.2703	0.0667332	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/153733		Ccdc112	-0.2703	-0.2703	0.0305464	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4005		Lmo2	-0.2702	-0.2702	0.0432707	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/132884		Evc2	-0.2701	-0.2701	0.0545246	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/51646		Ypel5	0.27	0.27	0.0314029	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1318		Slc31a2	-0.2698	-0.2698	0.0259763	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64403		Cdh24	-0.2696	-0.2696	0.0136169	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/81858		Sharpin	0.2696	0.2696	0.0724731	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/79930		Dok3	-0.2696	-0.2696	0.0198922	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9184		Bub3	0.2696	0.2696	0.0427406	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5062		Pak2	0.2696	0.2696	0.0229271	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55421		Ncbp3	0.2695	0.2695	0.033356	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6449		Sgta	0.2695	0.2695	0.0206544	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5862		Rab2a	0.2695	0.2695	0.00919972	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/126393		Hspb6	0.2693	0.2693	0.032241	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/93380		Mmgt1	0.2692	0.2692	0.0700047	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/23129		Plxnd1	-0.269	-0.269	0.0452192	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10616		Rbck1	0.269	0.269	0.0320449	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/139886		Spin4	0.2689	0.2689	0.0310474	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/146956		Eme1	-0.2689	-0.2689	0.0533572	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/80331		Dnajc5	0.2689	0.2689	0.0370338	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/11174		Adamts6	0.2689	0.2689	0.0750287	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/8446		Dusp11	-0.2689	-0.2689	0.0235004	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/56006		Smg9	0.2688	0.2688	0.0807129	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/57673		Bend3	0.2687	0.2687	0.0216615	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1953		Megf6	-0.2687	-0.2687	0.0863285	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/6203		Rps9	0.2686	0.2686	0.0910906	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/23295		Mgrn1	0.2685	0.2685	0.0873444	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/652968		Castor1	0.2684	0.2684	0.045783	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/27141		Cideb	0.2684	0.2684	0.0100731	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/163778		Sprr4	-0.2684	-0.2684	0.0924824	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/162		Ap1b1	0.2684	0.2684	0.0277984	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/7353		Ufd1	0.2683	0.2683	0.0166082	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/474383		F8a	0.2682	0.2682	0.0509061	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/8263		F8a	0.2682	0.2682	0.0509061	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/474384		F8a	0.2682	0.2682	0.0509061	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/9150		Ctdp1	0.2682	0.2682	0.0512576	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/64710		Nucks1	0.2681	0.2681	0.0120257	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/27335		Eif3k	0.2681	0.2681	0.0252618	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8559		Prpf18	0.2681	0.2681	0.0432707	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/400451		Fam174b	-0.2679	-0.2679	0.0784478	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/6856		Sypl	0.2679	0.2679	0.0676222	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/3636		Inppl1	-0.2676	-0.2676	0.0397411	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10855		Hpse	0.2676	0.2676	0.0723366	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/3998		Lman1	0.2675	0.2675	0.0161946	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54788		Dnajb12	0.2675	0.2675	0.0269766	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9907		Ap5z1	-0.2674	-0.2674	0.0713104	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/283514		Siah3	-0.2674	-0.2674	0.098163	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/5499		Ppp1ca	0.2674	0.2674	0.0340792	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55567		Dnah3	-0.2673	-0.2673	0.0410104	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/342357		Zkscan2	-0.2672	-0.2672	0.0361176	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1994		Elavl1	0.2671	0.2671	0.0233134	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/81892		Slirp	0.267	0.267	0.0262661	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6354		Ccl7	-0.2668	-0.2668	0.0966684	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10068		Il18bp	-0.2668	-0.2668	0.0207237	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/143872		Arhgap42	-0.2666	-0.2666	0.036794	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4547		Mttp	0.2666	0.2666	0.0333708	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/395		Arhgap6	-0.2665	-0.2665	0.0454791	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4660		Ppp1r12b	-0.2665	-0.2665	0.0767823	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/57508		Ints2	-0.2664	-0.2664	0.0352601	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/223082		Znrf2	0.2664	0.2664	0.0752708	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/5287		Pik3c2b	-0.2664	-0.2664	0.0258876	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51094		Adipor1	0.2663	0.2663	0.0812603	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/26		Aoc1l2	-0.2662	-0.2662	0.0368148	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1297		Col9a1	-0.2661	-0.2661	0.0907811	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/84971		Atg4d	0.2661	0.2661	0.0735086	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/9167		Cox7a2l	0.2661	0.2661	0.0580845	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/11020		Ift27	0.2659	0.2659	0.034569	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/50813		Cops7a	0.2658	0.2658	0.0203002	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/196403		Dtx3	-0.2657	-0.2657	0.0840956	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/196883		Adcy4	-0.2655	-0.2655	0.0138945	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/80233		Faap100	0.2654	0.2654	0.0281547	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79039		Ddx54	0.2654	0.2654	0.0155352	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/91894		2310030G06Rik	0.2654	0.2654	0.0477408	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/100499483		Ccdc180	-0.2653	-0.2653	0.0343784	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/3131		Hlf	0.265	0.265	0.0591389	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/339324		Zfp260	-0.265	-0.265	0.0184779	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6999		Tdo2	0.2647	0.2647	0.0266567	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/29068		Zbtb44	0.2646	0.2646	0.0240976	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4261		Ciita	-0.2643	-0.2643	0.0204682	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54434		Ssh1	-0.2643	-0.2643	0.071692	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/80013		Mindy3	0.2642	0.2642	0.0761107	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/51733		Upb1	0.2641	0.2641	0.0388952	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8718		Tnfrsf25	-0.2641	-0.2641	0.0587009	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/7274		Ttpa	0.2636	0.2636	0.00965216	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/7920		Abhd16a	0.2636	0.2636	0.0788568	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/26207		Pitpnc1	-0.2636	-0.2636	0.0412007	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55245		Uqcc1	0.2634	0.2634	0.0806651	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/724022		Mir652	-0.2634	-0.2634	0.0703264	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/79825		Efcc1	-0.2633	-0.2633	0.0510853	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/389400		Gfral	0.2633	0.2633	0.0776981	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/22852		Ankrd26	-0.2632	-0.2632	0.0643632	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/23138		N4bp3	-0.263	-0.263	0.0448081	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/497190		Clec18a	-0.2629	-0.2629	0.0886552	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/348174		Clec18a	-0.2629	-0.2629	0.0886552	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/283971		Clec18a	-0.2629	-0.2629	0.0886552	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/57679		Als2	-0.2629	-0.2629	0.0547786	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/83448		Pus7l	0.2628	0.2628	0.0568758	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/6776		Stat5a	0.2627	0.2627	0.0638782	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10116		Fem1b	0.2625	0.2625	0.00916613	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/23361		Zfp629	0.2623	0.2623	0.0478551	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/9123		Slc16a3	-0.2622	-0.2622	0.0629998	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/5885		Rad21	0.2622	0.2622	0.0364738	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/550		Aup1	0.2622	0.2622	0.0244369	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/139596		Uprt	0.2621	0.2621	0.0724731	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/256394		Serpina11	0.2621	0.2621	0.0872397	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/55329		Mns1	-0.262	-0.262	0.0371336	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/84814		Plpp7	-0.262	-0.262	0.0403141	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/5878		Rab5c	0.262	0.262	0.0444184	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/2130		Ewsr1	0.262	0.262	0.0262898	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/116841		Snap47	0.2618	0.2618	0.096004	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/64776		1110032A03Rik	0.2618	0.2618	0.0500731	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/221955		Daglb	0.2618	0.2618	0.0698369	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/2195		Fat1	0.2616	0.2616	0.0436213	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/2618		Gart	0.2615	0.2615	0.0360323	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10898		Cpsf4	0.2611	0.2611	0.0243339	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/389856		Usp27x	-0.2611	-0.2611	0.0787383	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/4007		Prickle3	-0.261	-0.261	0.0868855	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/644059		Pyy	-0.2608	-0.2608	0.0980155	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/5697		Pyy	-0.2608	-0.2608	0.0980155	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/5690		Psmb2	0.2607	0.2607	0.01636	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/84131		Cep78	0.2607	0.2607	0.0912579	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/570		Baat	-0.2606	-0.2606	0.0184779	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/5140		Pde3b	0.2605	0.2605	0.0912964	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/23016		Exosc7	0.2605	0.2605	0.0291995	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/55290		Brf2	0.2603	0.2603	0.0993784	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/6687		Spg7	0.2602	0.2602	0.0764414	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10061		Abcf2	0.2602	0.2602	0.0285114	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/1039		Cdr2	-0.2602	-0.2602	0.0381622	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/114483834		Abcf2	0.2602	0.2602	0.0285114	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/55286		0610040J01Rik	0.2601	0.2601	0.0243622	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/29777		Abt1	0.26	0.26	0.0601886	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/283875		1520401A03Rik	-0.2599	-0.2599	0.0987473	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/327		Apeh	0.2599	0.2599	0.0539305	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/80256		Fam214b	0.2597	0.2597	0.0505561	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/6390		Sdhb	0.2596	0.2596	0.0323652	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/56252		Ylpm1	0.2596	0.2596	0.0258931	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/170394		Pwwp2b	-0.2596	-0.2596	0.0381622	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10669		Cgref1	0.2595	0.2595	0.0797823	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/1776		Dnase1l3	-0.2595	-0.2595	0.0892516	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/29079		Med4	0.2594	0.2594	0.00871547	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/1629		Dbt	0.2594	0.2594	0.0242697	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/8774		Napg	0.2593	0.2593	0.0828856	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10454		Tab1	0.2592	0.2592	0.0492526	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/6731		Srp72	0.2592	0.2592	0.0755683	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/23400		Atp13a2	-0.2591	-0.2591	0.0220214	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/91408		Btf3l4	0.2588	0.2588	0.0583473	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/23369		Pum2	0.2588	0.2588	0.0482123	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/5524		Ptpa	0.2587	0.2587	0.0954093	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/8715		Nol4	-0.2587	-0.2587	0.0705913	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/152217		0610012G03Rik	0.2586	0.2586	0.091949	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/80007		2310057M21Rik	0.2586	0.2586	0.0351303	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/131		Adh7	0.2585	0.2585	0.098651	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/27429		Htra2	0.2583	0.2583	0.0756155	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/115727		Rasgrp4	-0.2583	-0.2583	0.0677768	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/128338		Dram2	0.2582	0.2582	0.00405058	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/348262		Mcrip1	0.2582	0.2582	0.0318947	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/53833		Il20rb	0.2581	0.2581	0.0399933	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/9744		Acap1	-0.258	-0.258	0.0136904	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/199786		Niban3	-0.2579	-0.2579	0.0615728	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/80145		Thoc7	0.2578	0.2578	0.0574417	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/124904808		Gm25896	0.2578	0.2578	0.0192125	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/337880		Krtap11-1	-0.2578	-0.2578	0.0776981	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/5605		Map2k2	0.2577	0.2577	0.0488637	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/57380		Mrs2	0.2575	0.2575	0.0755484	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/139425		Dcaf8l	-0.2575	-0.2575	0.0987896	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/347442		Dcaf8l	-0.2575	-0.2575	0.0987896	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/10667		Fars2	0.2574	0.2574	0.0436726	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/2274		Fhl2	-0.2573	-0.2573	0.0998101	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/6855		Syp	-0.2572	-0.2572	0.0321317	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/25963		Tmem87a	0.2572	0.2572	0.0433108	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/285016		Alkal2	-0.257	-0.257	0.0523869	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/9978		Rbx1	0.2569	0.2569	0.0278883	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/64754		Smyd3	0.2568	0.2568	0.0748698	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/151647		Tafa4	-0.2568	-0.2568	0.0677513	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/390790		Arl5c	-0.2567	-0.2567	0.0233134	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/715		C1ra	-0.2567	-0.2567	0.0492454	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/259307		Il4i1|Il4i1b	-0.2567	-0.2567	0.0827309	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/221785		Zscan25	0.2566	0.2566	0.0822803	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10421		Cd2bp2	0.2564	0.2564	0.0385277	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/64115		Vsir	-0.2564	-0.2564	0.0353825	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/54860		Ms4a12	-0.2563	-0.2563	0.0761964	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/84292		Wdr83	0.2563	0.2563	0.0351303	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/6426		Srsf1	0.2563	0.2563	0.0251797	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/136647		Gm7102	-0.2562	-0.2562	0.0914235	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/9790		Bms1	0.2562	0.2562	0.0736387	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/2664		Gdi1	-0.2561	-0.2561	0.0515412	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/4357		Mpst	0.2561	0.2561	0.0230342	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/26035		Glce	0.256	0.256	0.0440953	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/83695		Rhno1	-0.256	-0.256	0.0491278	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/6447		Scg5	-0.2559	-0.2559	0.0862574	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/3111		H2-Oa	-0.2559	-0.2559	0.0945007	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/79650		Usb1	0.2558	0.2558	0.0331194	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/200312		Rnf215	-0.2556	-0.2556	0.0226481	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10728		Ptges3	-0.2556	-0.2556	0.0997706	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/132789		Gnpda2	0.2556	0.2556	0.0888635	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/89792		Gal3st3	-0.2555	-0.2555	0.0471918	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/6875		Taf4b	0.2553	0.2553	0.0923545	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/55206		Sbno1	0.2552	0.2552	0.0503632	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/28958		Coa3	0.2551	0.2551	0.0752708	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/7033		Tff3	-0.255	-0.255	0.0900134	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/3299		Hsf4	-0.2549	-0.2549	0.0858624	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/27243		Chmp2a	0.2546	0.2546	0.0303194	1	False	OSD-25	False	False	True
