human	g2	protein	term	label	family
http://www.ncbi.nlm.nih.gov/gene/64834	https://www.ensembl.org/id/ENSG00000066322	http://purl.uniprot.org/uniprot/Q9BW60	http://purl.obolibrary.org/obo/GO_0019367	fatty acid elongation, saturated fatty acid	GO BP
http://www.ncbi.nlm.nih.gov/gene/64834	https://www.ensembl.org/id/ENSG00000066322	http://purl.uniprot.org/uniprot/Q9BW60	http://purl.obolibrary.org/obo/GO_0030148	sphingolipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/64834	https://www.ensembl.org/id/ENSG00000066322	http://purl.uniprot.org/uniprot/Q9BW60	http://purl.obolibrary.org/obo/GO_0030497	fatty acid elongation	GO BP
http://www.ncbi.nlm.nih.gov/gene/64834	https://www.ensembl.org/id/ENSG00000066322	http://purl.uniprot.org/uniprot/Q9BW60	http://purl.obolibrary.org/obo/GO_0034625	fatty acid elongation, monounsaturated fatty acid	GO BP
http://www.ncbi.nlm.nih.gov/gene/64834	https://www.ensembl.org/id/ENSG00000066322	http://purl.uniprot.org/uniprot/Q9BW60	http://purl.obolibrary.org/obo/GO_0042761	very long-chain fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6484	https://www.ensembl.org/id/ENSG00000110080	http://purl.uniprot.org/uniprot/Q11206	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6484	https://www.ensembl.org/id/ENSG00000110080	http://purl.uniprot.org/uniprot/Q11206	http://purl.obolibrary.org/obo/GO_0009247	glycolipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/64840	https://www.ensembl.org/id/ENSG00000102312	http://purl.uniprot.org/uniprot/Q9H237	http://purl.obolibrary.org/obo/GO_0006497	protein lipidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/6487	https://www.ensembl.org/id/ENSG00000126091	http://purl.uniprot.org/uniprot/Q11203	http://purl.obolibrary.org/obo/GO_0006688	glycosphingolipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6487	https://www.ensembl.org/id/ENSG00000126091	http://purl.uniprot.org/uniprot/Q11203	https://identifiers.org/reactome/R-HSA-9840309	Glycosphingolipid biosynthesis	Reactome
http://www.ncbi.nlm.nih.gov/gene/6500	https://www.ensembl.org/id/ENSG00000113558	http://purl.uniprot.org/uniprot/P63208	http://purl.obolibrary.org/obo/GO_0042752	regulation of circadian rhythm	GO BP
http://www.ncbi.nlm.nih.gov/gene/6513	https://www.ensembl.org/id/ENSG00000117394	http://purl.uniprot.org/uniprot/P11166	http://purl.obolibrary.org/obo/GO_0015911	long-chain fatty acid import across plasma membrane	GO BP
http://www.ncbi.nlm.nih.gov/gene/6566	https://www.ensembl.org/id/ENSG00000155380	http://purl.uniprot.org/uniprot/P53985	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/65991	https://www.ensembl.org/id/ENSG00000165775	http://purl.uniprot.org/uniprot/Q9BWH2	http://purl.obolibrary.org/obo/GO_0035356	intracellular triglyceride homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/6602	https://www.ensembl.org/id/ENSG00000066117	http://purl.uniprot.org/uniprot/Q96GM5	http://purl.obolibrary.org/obo/GO_0071398	cellular response to fatty acid	GO BP
http://www.ncbi.nlm.nih.gov/gene/6610	https://www.ensembl.org/id/ENSG00000135587	http://purl.uniprot.org/uniprot/O60906	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6610	https://www.ensembl.org/id/ENSG00000135587	http://purl.uniprot.org/uniprot/O60906	http://purl.obolibrary.org/obo/GO_0006665	sphingolipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6610	https://www.ensembl.org/id/ENSG00000135587	http://purl.uniprot.org/uniprot/O60906	https://identifiers.org/reactome/R-HSA-9840310	Glycosphingolipid catabolism	Reactome
http://www.ncbi.nlm.nih.gov/gene/6721	https://www.ensembl.org/id/ENSG00000198911	http://purl.uniprot.org/uniprot/Q12772	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6721	https://www.ensembl.org/id/ENSG00000198911	http://purl.uniprot.org/uniprot/Q12772	http://purl.obolibrary.org/obo/GO_0008203	cholesterol metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6721	https://www.ensembl.org/id/ENSG00000198911	http://purl.uniprot.org/uniprot/Q12772	http://purl.obolibrary.org/obo/GO_0045542	positive regulation of cholesterol biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6721	https://www.ensembl.org/id/ENSG00000198911	http://purl.uniprot.org/uniprot/Q12772	http://purl.obolibrary.org/obo/GO_0071404	cellular response to low-density lipoprotein particle stimulus	GO BP
http://www.ncbi.nlm.nih.gov/gene/6721	https://www.ensembl.org/id/ENSG00000198911	http://purl.uniprot.org/uniprot/Q12772	https://identifiers.org/reactome/R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome
http://www.ncbi.nlm.nih.gov/gene/6721	https://www.ensembl.org/id/ENSG00000198911	http://purl.uniprot.org/uniprot/Q12772	https://identifiers.org/reactome/R-HSA-191273	Cholesterol biosynthesis	Reactome
http://www.ncbi.nlm.nih.gov/gene/6783	https://www.ensembl.org/id/ENSG00000109193	http://purl.uniprot.org/uniprot/P49888	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6817	https://www.ensembl.org/id/ENSG00000196502	http://purl.uniprot.org/uniprot/P50225	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6818	https://www.ensembl.org/id/ENSG00000261052	http://purl.uniprot.org/uniprot/P0DMM9	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6836	https://www.ensembl.org/id/ENSG00000148248	http://purl.uniprot.org/uniprot/O15260	http://purl.obolibrary.org/obo/GO_0032368	regulation of lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/6836	https://www.ensembl.org/id/ENSG00000148248	http://purl.uniprot.org/uniprot/O15260	http://purl.obolibrary.org/obo/GO_0042953	lipoprotein transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/6836	https://www.ensembl.org/id/ENSG00000148248	http://purl.uniprot.org/uniprot/O15260	http://purl.obolibrary.org/obo/GO_0055088	lipid homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/6836	https://www.ensembl.org/id/ENSG00000148248	http://purl.uniprot.org/uniprot/O15260	http://purl.obolibrary.org/obo/GO_0140353	lipid export from cell	GO BP
http://www.ncbi.nlm.nih.gov/gene/6916	https://www.ensembl.org/id/ENSG00000059377	http://purl.uniprot.org/uniprot/P24557	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6916	https://www.ensembl.org/id/ENSG00000059377	http://purl.uniprot.org/uniprot/P24557	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6916	https://www.ensembl.org/id/ENSG00000059377	http://purl.uniprot.org/uniprot/P24557	http://purl.obolibrary.org/obo/GO_0006633	fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/6916	https://www.ensembl.org/id/ENSG00000059377	http://purl.uniprot.org/uniprot/P24557	http://purl.obolibrary.org/obo/GO_0070542	response to fatty acid	GO BP
http://www.ncbi.nlm.nih.gov/gene/7046	https://www.ensembl.org/id/ENSG00000106799	http://purl.uniprot.org/uniprot/P36897	http://purl.obolibrary.org/obo/GO_0070723	response to cholesterol	GO BP
http://www.ncbi.nlm.nih.gov/gene/7048	https://www.ensembl.org/id/ENSG00000163513	http://purl.uniprot.org/uniprot/P37173	http://purl.obolibrary.org/obo/GO_0033993	response to lipid	GO BP
http://www.ncbi.nlm.nih.gov/gene/7048	https://www.ensembl.org/id/ENSG00000163513	http://purl.uniprot.org/uniprot/P37173	http://purl.obolibrary.org/obo/GO_0070723	response to cholesterol	GO BP
http://www.ncbi.nlm.nih.gov/gene/7274	https://www.ensembl.org/id/ENSG00000137561	http://purl.uniprot.org/uniprot/P49638	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/7274	https://www.ensembl.org/id/ENSG00000137561	http://purl.uniprot.org/uniprot/P49638	http://purl.obolibrary.org/obo/GO_0120009	intermembrane lipid transfer	GO BP
http://www.ncbi.nlm.nih.gov/gene/7337	https://www.ensembl.org/id/ENSG00000114062	http://purl.uniprot.org/uniprot/Q05086	http://purl.obolibrary.org/obo/GO_0042752	regulation of circadian rhythm	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	http://purl.obolibrary.org/obo/GO_0010867	positive regulation of triglyceride biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	http://purl.obolibrary.org/obo/GO_0010875	positive regulation of cholesterol efflux	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	http://purl.obolibrary.org/obo/GO_0010884	positive regulation of lipid storage	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	http://purl.obolibrary.org/obo/GO_0010887	negative regulation of cholesterol storage	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	http://purl.obolibrary.org/obo/GO_0032369	negative regulation of lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	http://purl.obolibrary.org/obo/GO_0032376	positive regulation of cholesterol transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	http://purl.obolibrary.org/obo/GO_0042632	cholesterol homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	http://purl.obolibrary.org/obo/GO_0045723	positive regulation of fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	http://purl.obolibrary.org/obo/GO_0055088	lipid homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	http://purl.obolibrary.org/obo/GO_0090108	positive regulation of high-density lipoprotein particle assembly	GO BP
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	https://identifiers.org/reactome/R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	Reactome
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	https://identifiers.org/reactome/R-HSA-9031525	NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake 	Reactome
http://www.ncbi.nlm.nih.gov/gene/7376	https://www.ensembl.org/id/ENSG00000131408	http://purl.uniprot.org/uniprot/P55055	https://identifiers.org/reactome/R-HSA-9031528	NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	Reactome
http://www.ncbi.nlm.nih.gov/gene/7417	https://www.ensembl.org/id/ENSG00000165637	http://purl.uniprot.org/uniprot/P45880	http://purl.obolibrary.org/obo/GO_0006869	lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/7417	https://www.ensembl.org/id/ENSG00000165637	http://purl.uniprot.org/uniprot/P45880	http://purl.obolibrary.org/obo/GO_0017121	plasma membrane phospholipid scrambling	GO BP
http://www.ncbi.nlm.nih.gov/gene/7417	https://www.ensembl.org/id/ENSG00000165637	http://purl.uniprot.org/uniprot/P45880	http://purl.obolibrary.org/obo/GO_0045332	phospholipid translocation	GO BP
http://www.ncbi.nlm.nih.gov/gene/7555	https://www.ensembl.org/id/ENSG00000169714	http://purl.uniprot.org/uniprot/P62633	http://purl.obolibrary.org/obo/GO_0042632	cholesterol homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/7804	https://www.ensembl.org/id/ENSG00000157193	http://purl.uniprot.org/uniprot/Q14114	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/7879	https://www.ensembl.org/id/ENSG00000075785	http://purl.uniprot.org/uniprot/P51149	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/7879	https://www.ensembl.org/id/ENSG00000075785	http://purl.uniprot.org/uniprot/P51149	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/7879	https://www.ensembl.org/id/ENSG00000075785	http://purl.uniprot.org/uniprot/P51149	http://purl.obolibrary.org/obo/GO_0042632	cholesterol homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/7879	https://www.ensembl.org/id/ENSG00000075785	http://purl.uniprot.org/uniprot/P51149	http://purl.obolibrary.org/obo/GO_0090120	lysosome to ER cholesterol transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/79053	https://www.ensembl.org/id/ENSG00000159063	http://purl.uniprot.org/uniprot/Q9BVK2	https://identifiers.org/reactome/R-HSA-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	Reactome
http://www.ncbi.nlm.nih.gov/gene/79071	https://www.ensembl.org/id/ENSG00000170522	http://purl.uniprot.org/uniprot/Q9H5J4	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/79071	https://www.ensembl.org/id/ENSG00000170522	http://purl.uniprot.org/uniprot/Q9H5J4	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/79071	https://www.ensembl.org/id/ENSG00000170522	http://purl.uniprot.org/uniprot/Q9H5J4	http://purl.obolibrary.org/obo/GO_0006633	fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/79071	https://www.ensembl.org/id/ENSG00000170522	http://purl.uniprot.org/uniprot/Q9H5J4	http://purl.obolibrary.org/obo/GO_0006636	unsaturated fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/79071	https://www.ensembl.org/id/ENSG00000170522	http://purl.uniprot.org/uniprot/Q9H5J4	http://purl.obolibrary.org/obo/GO_0019367	fatty acid elongation, saturated fatty acid	GO BP
http://www.ncbi.nlm.nih.gov/gene/79071	https://www.ensembl.org/id/ENSG00000170522	http://purl.uniprot.org/uniprot/Q9H5J4	http://purl.obolibrary.org/obo/GO_0030497	fatty acid elongation	GO BP
http://www.ncbi.nlm.nih.gov/gene/79071	https://www.ensembl.org/id/ENSG00000170522	http://purl.uniprot.org/uniprot/Q9H5J4	http://purl.obolibrary.org/obo/GO_0034625	fatty acid elongation, monounsaturated fatty acid	GO BP
http://www.ncbi.nlm.nih.gov/gene/79071	https://www.ensembl.org/id/ENSG00000170522	http://purl.uniprot.org/uniprot/Q9H5J4	http://purl.obolibrary.org/obo/GO_0042759	long-chain fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/79071	https://www.ensembl.org/id/ENSG00000170522	http://purl.uniprot.org/uniprot/Q9H5J4	http://purl.obolibrary.org/obo/GO_0042761	very long-chain fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/7920	https://www.ensembl.org/id/ENSG00000204427	http://purl.uniprot.org/uniprot/O95870	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/79718	https://www.ensembl.org/id/ENSG00000177565	http://purl.uniprot.org/uniprot/Q9BZK7	https://identifiers.org/reactome/R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian expression	Reactome
http://www.ncbi.nlm.nih.gov/gene/79718	https://www.ensembl.org/id/ENSG00000177565	http://purl.uniprot.org/uniprot/Q9BZK7	https://identifiers.org/reactome/R-HSA-400206	Regulation of lipid metabolism by PPARalpha	Reactome
http://www.ncbi.nlm.nih.gov/gene/79718	https://www.ensembl.org/id/ENSG00000177565	http://purl.uniprot.org/uniprot/Q9BZK7	https://identifiers.org/reactome/R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	Reactome
http://www.ncbi.nlm.nih.gov/gene/79796	https://www.ensembl.org/id/ENSG00000086848	http://purl.uniprot.org/uniprot/Q9H6U8	https://identifiers.org/reactome/R-HSA-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	Reactome
http://www.ncbi.nlm.nih.gov/gene/80142	https://www.ensembl.org/id/ENSG00000148334	http://purl.uniprot.org/uniprot/Q9H7Z7	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/80142	https://www.ensembl.org/id/ENSG00000148334	http://purl.uniprot.org/uniprot/Q9H7Z7	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/80142	https://www.ensembl.org/id/ENSG00000148334	http://purl.uniprot.org/uniprot/Q9H7Z7	http://purl.obolibrary.org/obo/GO_0006633	fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/80724	https://www.ensembl.org/id/ENSG00000111271	http://purl.uniprot.org/uniprot/Q6JQN1	http://purl.obolibrary.org/obo/GO_0006635	fatty acid beta-oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/80724	https://www.ensembl.org/id/ENSG00000111271	http://purl.uniprot.org/uniprot/Q6JQN1	https://identifiers.org/reactome/R-HSA-77289	Mitochondrial Fatty Acid Beta-Oxidation	Reactome
http://www.ncbi.nlm.nih.gov/gene/80772	https://www.ensembl.org/id/ENSG00000224051	http://purl.uniprot.org/uniprot/Q5TA50	http://purl.obolibrary.org/obo/GO_0006869	lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/80772	https://www.ensembl.org/id/ENSG00000224051	http://purl.uniprot.org/uniprot/Q5TA50	http://purl.obolibrary.org/obo/GO_0046836	glycolipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/80772	https://www.ensembl.org/id/ENSG00000224051	http://purl.uniprot.org/uniprot/Q5TA50	http://purl.obolibrary.org/obo/GO_0120009	intermembrane lipid transfer	GO BP
http://www.ncbi.nlm.nih.gov/gene/80772	https://www.ensembl.org/id/ENSG00000224051	http://purl.uniprot.org/uniprot/Q5TA50	https://identifiers.org/reactome/R-HSA-9845576	Glycosphingolipid transport	Reactome
http://www.ncbi.nlm.nih.gov/gene/80777	https://www.ensembl.org/id/ENSG00000103018	http://purl.uniprot.org/uniprot/O43169	https://identifiers.org/reactome/R-HSA-1660661	Sphingolipid de novo biosynthesis	Reactome
http://www.ncbi.nlm.nih.gov/gene/80833	https://www.ensembl.org/id/ENSG00000128284	http://purl.uniprot.org/uniprot/O95236	http://purl.obolibrary.org/obo/GO_0006869	lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/80833	https://www.ensembl.org/id/ENSG00000128284	http://purl.uniprot.org/uniprot/O95236	http://purl.obolibrary.org/obo/GO_0042157	lipoprotein metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/81490	https://www.ensembl.org/id/ENSG00000174915	http://purl.uniprot.org/uniprot/Q9BVG9	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/81490	https://www.ensembl.org/id/ENSG00000174915	http://purl.uniprot.org/uniprot/Q9BVG9	http://purl.obolibrary.org/obo/GO_0008654	phospholipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/8239	https://www.ensembl.org/id/ENSG00000124486	http://purl.uniprot.org/uniprot/Q93008	http://purl.obolibrary.org/obo/GO_0042752	regulation of circadian rhythm	GO BP
http://www.ncbi.nlm.nih.gov/gene/83401	https://www.ensembl.org/id/ENSG00000119915	http://purl.uniprot.org/uniprot/Q9HB03	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/83401	https://www.ensembl.org/id/ENSG00000119915	http://purl.uniprot.org/uniprot/Q9HB03	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/83401	https://www.ensembl.org/id/ENSG00000119915	http://purl.uniprot.org/uniprot/Q9HB03	http://purl.obolibrary.org/obo/GO_0006633	fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/83401	https://www.ensembl.org/id/ENSG00000119915	http://purl.uniprot.org/uniprot/Q9HB03	http://purl.obolibrary.org/obo/GO_0006636	unsaturated fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/83401	https://www.ensembl.org/id/ENSG00000119915	http://purl.uniprot.org/uniprot/Q9HB03	http://purl.obolibrary.org/obo/GO_0019367	fatty acid elongation, saturated fatty acid	GO BP
http://www.ncbi.nlm.nih.gov/gene/83401	https://www.ensembl.org/id/ENSG00000119915	http://purl.uniprot.org/uniprot/Q9HB03	http://purl.obolibrary.org/obo/GO_0030497	fatty acid elongation	GO BP
http://www.ncbi.nlm.nih.gov/gene/83401	https://www.ensembl.org/id/ENSG00000119915	http://purl.uniprot.org/uniprot/Q9HB03	http://purl.obolibrary.org/obo/GO_0034625	fatty acid elongation, monounsaturated fatty acid	GO BP
http://www.ncbi.nlm.nih.gov/gene/83401	https://www.ensembl.org/id/ENSG00000119915	http://purl.uniprot.org/uniprot/Q9HB03	http://purl.obolibrary.org/obo/GO_0034626	fatty acid elongation, polyunsaturated fatty acid	GO BP
http://www.ncbi.nlm.nih.gov/gene/83401	https://www.ensembl.org/id/ENSG00000119915	http://purl.uniprot.org/uniprot/Q9HB03	http://purl.obolibrary.org/obo/GO_0042761	very long-chain fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/8396	https://www.ensembl.org/id/ENSG00000276293	http://purl.uniprot.org/uniprot/P78356	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/8398	https://www.ensembl.org/id/ENSG00000184381	http://purl.uniprot.org/uniprot/O60733	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/8398	https://www.ensembl.org/id/ENSG00000184381	http://purl.uniprot.org/uniprot/O60733	https://identifiers.org/reactome/R-HSA-2029485	Role of phospholipids in phagocytosis	Reactome
http://www.ncbi.nlm.nih.gov/gene/8435	https://www.ensembl.org/id/ENSG00000167780	http://purl.uniprot.org/uniprot/O75908	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/8435	https://www.ensembl.org/id/ENSG00000167780	http://purl.uniprot.org/uniprot/O75908	http://purl.obolibrary.org/obo/GO_0008203	cholesterol metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/8435	https://www.ensembl.org/id/ENSG00000167780	http://purl.uniprot.org/uniprot/O75908	http://purl.obolibrary.org/obo/GO_0030299	intestinal cholesterol absorption	GO BP
http://www.ncbi.nlm.nih.gov/gene/8435	https://www.ensembl.org/id/ENSG00000167780	http://purl.uniprot.org/uniprot/O75908	http://purl.obolibrary.org/obo/GO_0033344	cholesterol efflux	GO BP
http://www.ncbi.nlm.nih.gov/gene/8435	https://www.ensembl.org/id/ENSG00000167780	http://purl.uniprot.org/uniprot/O75908	http://purl.obolibrary.org/obo/GO_0034379	very-low-density lipoprotein particle assembly	GO BP
http://www.ncbi.nlm.nih.gov/gene/8435	https://www.ensembl.org/id/ENSG00000167780	http://purl.uniprot.org/uniprot/O75908	http://purl.obolibrary.org/obo/GO_0034383	low-density lipoprotein particle clearance	GO BP
http://www.ncbi.nlm.nih.gov/gene/8435	https://www.ensembl.org/id/ENSG00000167780	http://purl.uniprot.org/uniprot/O75908	http://purl.obolibrary.org/obo/GO_0042632	cholesterol homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/8435	https://www.ensembl.org/id/ENSG00000167780	http://purl.uniprot.org/uniprot/O75908	http://purl.obolibrary.org/obo/GO_0045797	positive regulation of intestinal cholesterol absorption	GO BP
http://www.ncbi.nlm.nih.gov/gene/8443	https://www.ensembl.org/id/ENSG00000116906	http://purl.uniprot.org/uniprot/O15228	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/8443	https://www.ensembl.org/id/ENSG00000116906	http://purl.uniprot.org/uniprot/O15228	http://purl.obolibrary.org/obo/GO_0006650	glycerophospholipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/8443	https://www.ensembl.org/id/ENSG00000116906	http://purl.uniprot.org/uniprot/O15228	http://purl.obolibrary.org/obo/GO_0008611	ether lipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/8473	https://www.ensembl.org/id/ENSG00000147162	http://purl.uniprot.org/uniprot/O15294	http://purl.obolibrary.org/obo/GO_0032922	circadian regulation of gene expression	GO BP
http://www.ncbi.nlm.nih.gov/gene/84879	https://www.ensembl.org/id/ENSG00000168389	http://purl.uniprot.org/uniprot/Q8NA29	http://purl.obolibrary.org/obo/GO_0006869	lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/84879	https://www.ensembl.org/id/ENSG00000168389	http://purl.uniprot.org/uniprot/Q8NA29	http://purl.obolibrary.org/obo/GO_0015908	fatty acid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/84879	https://www.ensembl.org/id/ENSG00000168389	http://purl.uniprot.org/uniprot/Q8NA29	http://purl.obolibrary.org/obo/GO_0015909	long-chain fatty acid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/84879	https://www.ensembl.org/id/ENSG00000168389	http://purl.uniprot.org/uniprot/Q8NA29	http://purl.obolibrary.org/obo/GO_0034204	lipid translocation	GO BP
http://www.ncbi.nlm.nih.gov/gene/84879	https://www.ensembl.org/id/ENSG00000168389	http://purl.uniprot.org/uniprot/Q8NA29	http://purl.obolibrary.org/obo/GO_0051977	lysophospholipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/84879	https://www.ensembl.org/id/ENSG00000168389	http://purl.uniprot.org/uniprot/Q8NA29	http://purl.obolibrary.org/obo/GO_0140329	lysophospholipid translocation	GO BP
http://www.ncbi.nlm.nih.gov/gene/84879	https://www.ensembl.org/id/ENSG00000168389	http://purl.uniprot.org/uniprot/Q8NA29	http://purl.obolibrary.org/obo/GO_1990379	lipid transport across blood-brain barrier	GO BP
